Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
03/01/1996,Down Periscope,"Dodge is saddled with misfit seamen as the crew of his first command, a rusty diesel submarine refurbished for participation in a naval war game.",David S. Ward,"Kelsey Grammer,
Lauren Holly,
Rob Schneider",Randy Edelman,
03/01/1996,Up Close & Personal,"Ambitious Tally, determined to build her career in television journalism, gets advice from her station manager Warren. They fall in love while learning.",Jon Avnet,"Robert Redford,
Michelle Pfeiffer,
Stockard Channing",Thomas Newman,
03/08/1996,Fargo,Jerry's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,"Joel Coen,
Ethan Coen","Frances McDormand,
William H. Macy,
Steve Buscemi",Carter Burwell,
03/08/1996,Hellraiser: Bloodline,"In 2127, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions.","Kevin Yagher,
Joe Chappelle","Bruce Ramsay,
Valentina Vargas,
Doug Bradley",Daniel Licht,Hellraiser 4
03/08/1996,The Birdcage,Gay drag club owner Armand and his drag queen partner Albert pretend to be straight so their son can show them to his fiancée's right-wing parents.,Mike Nichols,"Robin Williams,
Gene Hackman,
Nathan Lane",Jonathan Tunick,
03/15/1996,Ed,A talented pitcher befriends a trained chimpanzee who plays third base for the minor league baseball team the Santa Rosa Rockets with him.,Bill Couturié,"Matt LeBlanc,
Jayne Brook,
Bill Cobbs",Stephen Endelman,
03/15/1996,Executive Decision,"When terrorists seize control of an airliner to free a leader, an intelligence analyst accompanies a commando group for a midair boarding operation.",Stuart Baird,"Kurt Russell,
Halle Berry,
John Leguizamo",Jerry Goldsmith,
03/22/1996,Flirting with Disaster,"A man, his wife, their baby, and his incompetent case worker travel from New York to San Diego to New Mexico to locate and meet his birth parents.",David O. Russell,"Ben Stiller,
Patricia Arquette,
Téa Leoni",Stephen Endelman,
03/22/1996,Girl 6,"In New York, a timid, aspiring black actress who is disappointed by her uncomfortable treatment in the industry turns to phone sex to make a living.",Spike Lee,"Theresa Randle,
Isaiah Washington,
Spike Lee",Prince,
03/28/1996,All Dogs Go to Heaven 2,"Dogs Charlie and Itchy head to Earth for Gabriel's Horn, taken by Carface. They meet eight-year-old David, who ran from home to become a magician.","Paul Sabella,
Larry Leker","Charlie Sheen,
Sheena Easton,
Ernest Borgnine",Mark Watters,
04/03/1996,A Thin Line Between Love and Hate,"Nightclub manager Darnell wins the heart of the ultra classy Brandi, but she is hard to get rid of, especially when she realizes that she has a rival.",Martin Lawrence,"Martin Lawrence,
Lynn Whitfield,
Regina King",Roger Troutman,
04/03/1996,Primal Fear,"In Chicago, a defense attorney believes that his altar boy client who has multiple personalities is not guilty of killing a beloved Catholic archbishop.",Gregory Hoblit,"Richard Gere,
Edward Norton,
Laura Linney",James Newton Howard,
04/12/1996,James and the Giant Peach,"An orphan who lives with his two sadistic aunts befriends insects who live inside a big peach pit, and they embark on a journey to New York City.",Henry Selick,"Paul Terry,
Simon Callow,
Richard Dreyfuss",Randy Newman,
04/19/1996,Celtic Pride,Two over-loyal Boston Celtics fans kidnap the star player of their opponent Utah Jazz in the NBA Finals to guarantee their team the championship.,Tom DeCerchio,"Damon Wayans,
Daniel Stern,
Dan Aykroyd",Basil Poledouris,
04/26/1996,Mulholland Falls,"In 1950s L.A., Max leads a four-man crime squad that investigate the murder of Allison, a prostitute he had known well despite being married to Kate.",Lee Tamahori,"Nick Nolte,
Melanie Griffith,
Chazz Palminteri",Dave Grusin,
04/26/1996,The Quest,"In 1925 New York, a pickpocket that aids orphans is kept by pirates, sold into slavery, and sent to a Tibet fight tournament to win the Golden Dragon.",Jean-Claude Van Damme,"Jean-Claude Van Damme,
Roger Moore,
James Remar",Randy Edelman,
04/26/1996,The Truth About Cats & Dogs,A successful veternarian and radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.,Michael Lehmann,"Uma Thurman,
Janeane Garofalo,
Ben Chaplin",Howard Shore,
05/03/1996,Barb Wire,"In 2017, Barbara owns a nightclub called the Hammerhead. Things become complex when her ex-lover, married to a fugitive, re-enters her life.",David Hogan,"Pamela Anderson Lee,
Temuera Morrison,
Victoria Rowell",Michel Colombier,
05/03/1996,The Craft,"A newcomer to a Catholic prep high school falls in with a trio of outcast teenage girls who practice witchcraft, and they all soon conjure up various spells and curses against those who anger them.",Andrew Fleming,"Fairuza Balk,
Robin Tunney,
Neve Campbell",Graeme Revell,
05/10/1996,Twister,Advanced storm chasers on the brink of divorce must create an advanced weather alert system by placing themselves in the hearts of tornadoes.,Jan de Bont,"Helen Hunt,
Bill Paxton,
Jami Gertz",Mark Mancina,
05/17/1996,Flipper,A teenage boy sent to spend the summer with his eccentric uncle on the Florida coast befriends a remarkable dolphin and takes on local polluters.,Alan Shapiro,"Paul Hogan,
Elijah Wood,
Chelsea Field",Joel McNeely,
05/22/1996,Mission: Impossible,"IMF agent Ethan Hunt is a lone survivor of a NOC list mission, so he is believed to be a mole for an arms dealer. He escapes to name the real traitor.",Brian De Palma,"Tom Cruise,
Jon Voight,
Henry Czerny",Danny Elfman,
05/24/1996,Spy Hard,"Agent WD-40 Dick Steele is assigned to stop the evil, armless General Rancor from destroying the world. He teams up with a mysterious KGB agent.",Rick Friedberg,"Leslie Nielsen,
Nicollette Sheridan,
Charles Durning",Bill Conti,
05/24/1996,Welcome to the Dollhouse,"In New Jersey, a lonely seventh-grader struggles to cope with inattentive parents, snobbish peers, failed romantic pursuits, and her own insecurities.",Todd Solondz,"Heather Matarazzo,
Brendan Sexton III,
Eric Mabius",Jill Wisoff,
05/31/1996,Dragonheart,"In England, the last dragon and a dragonslaying knight must cooperate to stop a king given partial immortality when the dragon shared his heart.",Rob Cohen,"Dennis Quaid,
David Thewlis,
Pete Postlethwaite",Randy Edelman,
05/31/1996,Eddie,"A limo driver and a fanatical follower of the New York Knicks wins an honorary coach contest, but the team's owner fires their coach and hires her.",Steve Rash,"Whoopi Goldberg,
Frank Langella,
Dennis Farina",Stanley Clarke,
06/07/1996,The Phantom,A descendent of African superheroes travels to New York to thwart a criminal genius who wants three magic skulls that would give ultimate power.,Simon Wincer,"Billy Zane,
Treat Williams,
Kristy Swanson",David Newman,
06/07/1996,The Rock,"A mild chemist and an ex-con face a rogue group, led by a renegade general, that threaten a nerve gas attack from Alcatraz against San Francisco.",Michael Bay,"Sean Connery,
Nicolas Cage,
Ed Harris","Nick Glennie-Smith,
Hans Zimmer",
06/14/1996,The Cable Guy,"A lonely and mentally disturbed cable guy raised on television just wants a new friend, but his target, a designer, rejects him, with bad consequences.",Ben Stiller,"Jim Carrey,
Matthew Broderick,
Leslie Mann",John Ottman,
06/21/1996,Eraser,"U.S Marshal of WITSEC John Marshal protects Lee, a senior operative testifying about an illegal arms deal, and is forced to fight his former allies.",Chuck Russell,"Arnold Schwarzenegger,
James Caan,
Vanessa Williams",Alan Silvestri,
06/21/1996,Lone Star,"In Rio County, when the skeleton of his murdered predecessor is found, Sheriff Sam learns secrets of his famous father Buddy, gambling, and deceit.",John Sayles,"Chris Cooper,
Matthew McConaughey,
Kris Kristofferson",Mason Daring,
06/21/1996,The Hunchback of Notre Dame,"A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer.","Gary Trousdale,
Kirk Wise","Tom Hulce,
Demi Moore,
Tony Jay",Alan Menken,
06/28/1996,The Nutty Professor,Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.,Tom Shadyac,"Eddie Murphy,
Jada Pinkett,
James Coburn",David Newman,
07/03/1996,Independence Day,"After aliens invade and fire beams on major cities, pilot Steve and engineer David launch an all-out counterattack on the enemy with better weaponry.",Roland Emmerich,"Will Smith,
Bill Pullman,
Jeff Goldblum",David Arnold,
07/03/1996,Phenomenon,"An ordinary auto mechanic sees a bright light descend from the sky, and discovers he now has superintelligence and telekinesis.",Jon Turteltaub,"John Travolta,
Kyra Sedgwick,
Forest Whitaker",Thomas Newman,
07/12/1996,Courage Under Fire,"A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.",Edward Zwick,"Denzel Washington,
Meg Ryan,
Lou Diamond Phillips",James Horner,
07/17/1996,Kazaam,"12-year-old Max, who wants to reunite with his father, releases from a boombox a 5,000-year-old genie who must grant him three material wishes.",Paul Michael Glaser,"Shaquille O'Neal,
Francis Capra,
Ally Walker",Christopher Tyng,
07/17/1996,Multiplicity,"In L.A., a construction worker who never has time to spend with his family uses a machine to create three clones of himself with different personalities.",Harold Ramis,"Michael Keaton,
Andie MacDowell,
Harris Yulin",George Fenton,
07/19/1996,The Frighteners,"After a car accident kills his wife, a man can talk to the dead, a skill he then uses to con people. Only he can stop a demonic spirit that appears.",Peter Jackson,"Michael J. Fox,
Trini Alvarado,
Peter Dobson",Danny Elfman,
07/19/1996,Trainspotting,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",Danny Boyle,"Ewan McGregor,
Ewen Bremner,
Jonny Lee Miller",N/A,
07/24/1996,A Time to Kill,"In Clanton, Mississippi, a young lawyer and his assistant defend a black man who killed two local white men who raped his 10-year-old daughter.",Joel Schumacher,"Sandra Bullock,
Samuel L. Jackson,
Matthew McConaughey",Elliot Goldenthal,
07/26/1996,Kingpin,An alcoholic ex-professional bowler who lost his right hand becomes the manager for a promising Amish talent he manages for a Reno tournament.,"Peter Farrelly,
Bobby Farrelly","Woody Harrelson,
Randy Quaid,
Vanessa Angel",Freedy Johnston,
07/26/1996,Supercop,A top Hong Kong detective with martial art skills teams up with a female Chinese inspector to stop a drug lord by posing as a petty criminal prisoner.,Stanley Tong,"Jackie Chan,
Michelle Yeoh,
Maggie Cheung","Mac Chew,
Jenny Chinn,
Jonathan Lee",Police Story 3
08/02/1996,Chain Reaction,"In Chicago, two researchers in a green alternative energy project are put on the run when they are framed for murder and treason after an explosion.",Andrew Davis,"Keanu Reeves,
Morgan Freeman,
Rachel Weisz",Jerry Goldsmith,
08/02/1996,Emma,"In early 19th-century England, while matchmaking her friend with a minister, a young woman nearly misses her chance at love with a family friend.",Douglas McGrath,"Gwyneth Paltrow,
Toni Collette,
Alan Cumming",Rachel Portman,
08/02/1996,Matilda,An extraordinarily intelligent young girl from a cruel and uncaring family discovers she possesses telekinetic powers and is sent off to a school headed by a tyrannical principal.,Danny DeVito,"Mara Wilson,
Embeth Davidtz,
Pam Ferris",David Newman,
08/09/1996,Escape from L.A.,"In 2013, Snake is called in by the government to recover a satellite superweapon from L.A., which has become an island for deported undesirables.",John Carpenter,"Kurt Russell,
Stacy Keach,
Steve Buscemi","John Carpenter,
Shirley Walker",Escape from New York 2
08/09/1996,Jack,"A boy looks 40 years old because a disorder ages him four times faster. At his first public school, he gradually befriends peers and falls for his teacher.",Francis Ford Coppola,"Robin Williams,
Diane Lane,
Jennifer Lopez",Michael Kamen,
08/16/1996,Tales from the Crypt Presents: Bordello of Blood,A private investigator seeking a missing brother looks into a bordello with vampire prostitutes and must work with a televangelist to stop all of them.,Gilbert Adler,"Dennis Miller,
Erika Eleniak,
Angie Everhart",Chris Boardman,
08/16/1996,The Fan,"In San Francisco, a skilled Giants baseball player becomes the unhealthy focus of an unlucky knife salesman who tries to help by kidnapping his son.",Tony Scott,"Robert De Niro,
Wesley Snipes,
Benicio del Toro",Hans Zimmer,
08/16/1996,Tin Cup,A washed-up golf pro working at a driving range tries to qualify for the U.S. Open to win the heart of his golfing rival's clinical psychologist girlfriend.,Ron Shelton,"Kevin Costner,
Rene Russo,
Cheech Marin",William Ross,
08/23/1996,A Very Brady Sequel,"The Bradys are surprised when a man claiming to be Carol's long-lost husband comes. In reality, he is looking for their horse artifact worth $20 million.",Arlene Sanford,"Shelley Long,
Gary Cole,
Tim Matheson",Guy Moon,The Brady Bunch Movie 2
08/23/1996,Freeway,A poor teenage juvenile delinquent on the run from a social worker heads to her grandmother's house but is hounded by a sadistic serial killer.,Matthew Bright,"Kiefer Sutherland,
Reese Witherspoon,
Wolfgang Bodison",Danny Elfman,
08/23/1996,She's the One,"In New York City, the love lives of brothers mix as Francis cheats on his wife with the ex-girlfriend of Mickey, who impulsively marries an artist student.",Edward Burns,"Edward Burns,
Mike McGlone,
Cameron Diaz",Tom Petty and the Heartbreakers,
08/30/1996,First Kid,"Secret Service agent Sam is assigned to protect the President's 13-year-old son Luke, who makes the job hard with his crush on a classmate, Katie.",David M. Evans,"Sinbad,
Robert Guillaume,
Timothy Busfield",Richard Gibbs,
08/30/1996,The Crow: City of Angels,"In Los Angeles, after Ashe and his son are killed by Judah's men, he returns from the dead to take his revenge. He encounters tattoo artist Sarah.",Tim Pope,"Vincent Pérez,
Mia Kirshner,
Richard Brooks",Graeme Revell,The Crow 2
