Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
11/10/1989,My Left Foot: The Story of Christy Brown,"A man is born with crippling cerebral palsy into a poor, working-class Irish family. He learns to paint and write with his only controllable limb.",Jim Sheridan,"Daniel Day-Lewis,
Ray McAnally,
Brenda Fricker",Elmer Bernstein,
11/15/1989,Steel Magnolias,"In Louisiana, Truvy runs a beauty salon and hires timid Annelle. M'Lynn's diabetic daughter Shelby marries but has kidney failure after birthing a son.",Herbert Ross,"Sally Field,
Dolly Parton,
Shirley MacLaine",Georges Delerue,
11/17/1989,All Dogs Go to Heaven,"In 1939, a German Shepherd angel sneaks back to Earth from Heaven. He rejoins his loyal friend and meets an orphan girl who can talk to animals. ",Don Bluth,"Burt Reynolds,
Dom DeLuise,
Judith Barsi",Ralph Burns,
11/17/1989,Harlem Nights,"During the 1930s, a New York City illegal gambling house owner and his associates must deal with strong competition, gangsters, and corrupt cops in order to stay in business.",Eddie Murphy,"Eddie Murphy,
Richard Pryor,
Redd Foxx",Herbie Hancock,
11/17/1989,Prancer,A farm girl nurses a wounded reindeer she thinks is Santa's in time for Christmas. Her holiday spirit inspires those around her like her widowed father.,John Hancock,"Sam Elliott,
Cloris Leachman,
Abe Vigoda",Maurice Jarre,
11/17/1989,The Little Mermaid,A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,"Ron Clements,
John Musker","Jodi Benson,
Christopher Daniel Barnes,
Pat Carroll",Alan Menken,
11/22/1989,Back to the Future Part II,"After visiting 2015 with Doc Brown, Marty must repeat his visit to 1955 to prevent a disastrous Biff-ruled future but not interfere with his first trip.",Robert Zemeckis,"Michael J. Fox,
Christopher Lloyd,
Lea Thompson",Alan Silvestri,
12/01/1989,National Lampoon's Christmas Vacation,"In Chicago, Clark wants a perfect Christmas with the entire Griswold family, but hick Cousin Eddie shows up, and his employers renege on a bonus.",Jeremiah S. Chechik,"Chevy Chase,
Beverly D'Angelo,
Randy Quaid",Angelo Badalamenti,Vacation 3
12/08/1989,She-Devil,Resourceful housewife Ruth vows revenge on her accountant husband Bob when he starts an affair with novelist Mary. She targets four major assets.,Susan Seidelman,"Meryl Streep,
Roseanne Barr,
Ed Begley Jr.",Howard Shore,
12/08/1989,The War of the Roses,A wealthy couple's seemingly perfect marriage falls apart. Material possessions become the center of an outrageous and bitter divorce battle.,Danny DeVito,"Michael Douglas,
Kathleen Turner,
Danny DeVito",David Newman,
12/15/1989,Driving Miss Daisy,An old Jewish woman and her African-American chauffeur in the South have a relationship that grows and improves over the years.,Bruce Beresford,"Morgan Freeman,
Jessica Tandy,
Dan Aykroyd",Hans Zimmer,
12/15/1989,Family Business,"Aging career criminal Jessie and his son Vito, who went straight, both have great hope for Adam, Vito’s educated son with no criminal past.",Sidney Lumet,"Sean Connery,
Dustin Hoffman,
Matthew Broderick",Cy Coleman,
12/15/1989,Glory,"Robert Shaw leads the Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army and the rival Confederates.",Edward Zwick,"Matthew Broderick
Denzel Washington
Cary Elwes",James Horner,
12/15/1989,The Wizard,Corey and his withdrawn brother run away from home toward Los Angeles with the help of a girl to compete in the ultimate video game tournament.,Todd Holland,"Fred Savage,
Beau Bridges,
Christian Slater",J. Peter Robinson,
12/20/1989,Born on the Fourth of July,"Paralyzed in the Vietnam War, Ron becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for.",Oliver Stone,"Tom Cruise,
Kyra Sedgwick,
Raymond J. Barry",John Williams,
12/22/1989,Always,The spirit of a recently deceased aerial firefighter mentors by inspiring a newer pilot while watching him fall in love with the girlfriend he left behind.,Steven Spielberg,"Richard Dreyfuss,
Holly Hunter,
John Goodman",John Williams,
12/22/1989,Tango & Cash,"Two rival LAPD narcotics detectives are forced to work together after criminal kingpin Perret frames them for murder, leaving them tortured in prison.",Andrei Konchalovsky,"Sylvester Stallone,
Kurt Russell,
Jack Palance",Harold Faltermeyer,
12/25/1989,Akira,"In 2019 Neo-Tokyo, a secret military project turns a biker into a rampaging psychic psychopath who can be stopped only by a teenager and psychics.",Katsuhiro Otomo,"Mitsuo Iwata,
Nozomu Sasaki,
Mami Koyama",Shōji Yamashiro,
