Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
02/26/2016,Gods of Egypt,"Mortal hero Bek teams up with god Horus against Set, the god of darkness who has usurped the throne of Egypt, plunging the empire into conflict.",Alex Proyas,"Nikolaj Coster-Waldau,
Gerard Butler,
Brenton Thwaites",Marco Beltrami,
03/04/2016,Knight of Cups,"Screenwriter Rick, indulging in what L.A. and Las Vegas offer, searches for love and himself though a series of adventures with six different women.",Terrence Malick,"Christian Bale,
Cate Blanchett,
Natalie Portman",Hanan Townshend,
03/04/2016,London Has Fallen,"In London for the Prime Minister's funeral, Secret Service agent Mike witnesses a plot to kill all the attending world leaders and devastate the city.",Babak Najafi,"Gerard Butler,
Aaron Eckhart,
Morgan Freeman",Trevor Morris,Has Fallen 2
03/04/2016,Whiskey Tango Foxtrot,"In 2003 New York City, Kim is a TV journalist who is dissatisfied with low-profile work. She becomes a war correspondent inside Afghanistan for years.","Glenn Ficarra,
John Requa","Tina Fey,
Margot Robbie,
Martin Freeman",Nick Urata,
03/04/2016,Zootopia,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.","Byron Howard,
Rich Moore","Ginnifer Goodwin,
Jason Bateman,
Idris Elba",Michael Giacchino,
03/11/2016,10 Cloverfield Lane,"After getting in a car accident, a woman is held in a shelter by a man who claims the outside world is affected by a widespread chemical attack.",Dan Trachtenberg,"Mary Elizabeth Winstead,
John Goodman,
John Gallagher Jr.",Bear McCreary,
03/11/2016,The Brothers Grimsby,"After 28 years, alcoholic football hooligan Nobby unites with his brother Sebastian, an MI6 agent. They stop a group targeting the football cup final.",Louis Leterrier,"Sacha Baron Cohen,
Mark Strong,
Rebel Wilson","Erran Baron Cohen,
David Buckley",
03/16/2016,Miracles from Heaven,"When Christy discovers her 10-year-old daughter Anna has a disease, she fights for her health. An accident falling into a tree's hole begins a miracle.",Patricia Riggen,"Jennifer Garner,
Kylie Rogers,
Martin Henderson",Carlo Siliotto,
03/18/2016,Midnight Special,"A father and son go on the run, pursued by the government and a cult drawn to the child's special powers.",Jeff Nichols,"Michael Shannon,
Joel Edgerton,
Kirsten Dunst",David Wingo,
03/18/2016,Pee-wee's Big Holiday,Pee-wee's random meeting with Joe Manganiello inspires him to take a holiday in New York City to attend his birthday party. He meets bank robbers.,John Lee,"Paul Reubens,
Joe Manganiello,
Jessica Pohly",Mark Mothersbaugh,Pee-wee 3
03/18/2016,The Divergent Series: Allegiant,"Tris, Four, and friends escape beyond the wall that surrounds Chicago to the Bureau of Genetic Welfare, an advanced city hidden behind a shield.",Robert Schwentke,"Shailene Woodley,
Theo James,
Jeff Daniels",Joseph Trapanese,Divergent 3
03/25/2016,Batman v Superman: Dawn of Justice,"Convinced that Superman is a threat to humanity, a crime-fighting billionaire plans to end his reign, while a conniving CEO plans his own crusade.",Zack Snyder,"Ben Affleck,
Henry Cavill,
Jesse Eisenberg","Hans Zimmer,
Junkie XL",
03/25/2016,My Big Fat Greek Wedding 2,A Portokalos family secret brings the beloved characters back together for an even bigger and Greeker wedding.,Kirk Jones,"Nia Vardalos,
John Corbett,
Elena Kampouris",Christopher Lennertz,
03/30/2016,Everybody Wants Some!!,"In 1980, a group of college baseball players navigate their way through the freedoms and responsibilities of unsupervised adulthood.",Richard Linklater,"Blake Jenner,
Zoey Deutch,
Glen Powell",N/A,
04/01/2016,Meet the Blacks,Carl moves his family out of Chicago to Beverly Hills in time for the annual purge. His theft of drug king money coincides with crimes being allowed.,Deon Taylor,"Mike Epps,
Zulay Henao,
Bresha Webb",RZA,
04/08/2016,Demolition,"A successful investment banker struggles after losing his wife in a car crash. With the help of a customer service rep and her son, he rebuilds.",Jean-Marc Vallée,"Jake Gyllenhaal,
Naomi Watts,
Chris Cooper",N/A,
04/15/2016,Barbershop: The Next Cut,"Calvin and Angie have merged a barbershop and a beauty salon into one business. Gangs are on the rise, leaving Calvin worried about his son.",Malcolm D. Lee,"Ice Cube,
Cedric the Entertainer,
Regina Hall",Stanley Clarke,Barbershop 3
04/15/2016,Green Room,A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.,Jeremy Saulnier,"Anton Yelchin,
Imogen Poots,
Alia Shawkat","Brooke Blair,
Will Blair",
04/15/2016,Sing Street,"In 1985, Conor, a boy growing up in Dublin escapes his strained family life by starting a band to impress the mysterious girl he likes.",John Carney,"Ferdia Walsh-Peelo,
Lucy Boynton,
Jack Reynor",N/A,
04/15/2016,The Jungle Book,"In India, after a threat from a tiger forces him to flee the jungle, a boy raised by wolves discovers himself with the help of a panther and a lazy bear.",Jon Favreau,"Neel Sethi,
Bill Murray,
Ben Kingsley",John Debney,
04/22/2016,A Hologram for the King,A failed American sales rep looks to recoup his losses by traveling to Saudi Arabia and selling his company's conference product to a rich monarch.,Tom Tykwer,"Tom Hanks,
Alexander Black,
Sarita Choudhury","Johnny Klimek,
Tom Tykwer",
04/22/2016,Holidays,"Eight stories give dark spins on the traditions and folklore of major holidays like Valentine's Day, St. Patrick's Day, Easter, Halloween, and Christmas.","Kevin Kölsch,
Dennis Widmyer,
Gary Shore,
Nicholas McCarthy,
Sarah Adina Smith,
Anthony Scott Burns,
Kevin Smith,
Scott Stewart,
Adam Egypt Mortimer","Madeleine Coghlan,
Savannah Kennick,
Rick Peters","Robert Allaire,
Mark Degli Antoni,
Christopher Drake,
Ronen Landa,
Leo Pearson,
Pilotpriest,
Jonathan Snipes,
Mister Squinter",
04/22/2016,The Huntsman: Winter's War,"Eric and Sara, trained as huntsmen in Ice Queen Freya's army, hide forbidden love as they survive the plans of Freya and her reborn sister Ravenna.",Cedric Nicolas-Troyan,"Chris Hemsworth,
Charlize Theron,
Emily Blunt",James Newton Howard,Snow White and the Huntsman 2
04/29/2016,Keanu,"When the adorable kitten of an L.A. crime kingpin enters the lives of two cousins, they have to face gangsters and cartel drug dealers to retrieve him.",Peter Atencio,"Jordan Peele,
Keegan-Michael Key,
Tiffany Haddish","Steve Jablonsky,
Nathan Whitehead",
04/29/2016,Mother's Day,"In Atlanta, Sandy sees her former husband with a new wife, Kristin seeks her famous birth mother, and two sisters struggle with unaccepting parents.",Garry Marshall,"Jennifer Aniston,
Kate Hudson,
Julia Roberts",John Debney,
04/29/2016,Special Correspondents,A radio journalist and his technician hatch a plan to fake their kidnapping during a rebel uprising in Ecuador. One's selfish wife enjoys some publicity.,Ricky Gervais,"Ricky Gervais,
Eric Bana,
Vera Farmiga",Dickon Hinchliffe,
04/29/2016,Term Life,A double-crossed thief wanted by hitmen hopes to stay alive long enough for his life insurance policy to last for his estranged teenage daughter.,Peter Billingsley,"Vince Vaughn,
Hailee Steinfeld,
Bill Paxton",Dave Porter,
04/29/2016,The Man Who Knew Infinity,"At Cambridge University during World War I, poor Indian Ramanujan becomes a pioneer in math theories with the guidance of his professor Hardy.",Matthew Brown,"Dev Patel,
Jeremy Irons,
Devika Bhise",Coby Brown,
05/06/2016,Captain America: Civil War,Steve believes superheroes should remain free to defend humanity. Tony supports oversight. The debate escalates into a feud between Avengers.,"Anthony Russo,
Joe Russo","Chris Evans,
Robert Downey Jr.,
Sebastian Stan",Henry Jackman,Captain America 3
05/13/2016,Love & Friendship,"In the 1970s, Lady Susan Vernon move to her the Churchill estate with in-laws. She desires wealthy matches for her daughter Frederica and herself.",Whit Stillman,"Kate Beckinsale,
Xavier Samuel,
Emma Greenwell",Mark Suozzo,
05/13/2016,Money Monster,"A financial TV host and his producer are put in an extreme situation when a bankrupt investor takes them hostage, angry a stock suddenly cratered.",Jodie Foster,"George Clooney,
Julia Roberts,
Jack O'Connell",Dominic Lewis,
05/13/2016,The Lobster,"In the near future, single people are taken to a Hotel, where they must find a romantic partner in 45 days or are transformed into beasts.",Yorgos Lanthimos,"Colin Farrell,
Rachel Weisz,
Léa Seydoux",N/A,
05/20/2016,Neighbors 2: Sorority Rising,"When their new neighbors turn out to be a sorority, Mac and Kelly team with their former enemy Teddy to bring the girls down.",Nicholas Stoller,"Seth Rogen,
Zac Efron,
Rose Byrne",Michael Andrews,
05/20/2016,The Angry Birds Movie,"Red, a resident of Bird Island, distrusts a crew of pigs. He tries to put a stop to them with help from Chuck and Bomb by recruiting the Mighty Eagle.","Clay Kaytis,
Fergal Reilly","Jason Sudeikis,
Josh Gad,
Danny McBride",Heitor Pereira,
05/20/2016,The Nice Guys,"In 1977 Los Angeles, a private eye and a tough enforcer investigate a missing girl who created an experimental film to reveal her mother's collusion.",Shane Black,"Russell Crowe,
Ryan Gosling,
Angourie Rice","John Ottman,
David Buckley",
05/27/2016,Alice Through the Looking Glass,Alice returns to Wonderland and watches the Mad Hatter act madder than usual. She goes back in time with the Chronosphere to look into his family.,James Bobin,"Mia Wasikowska,
Johnny Depp,
Anne Hathaway",Danny Elfman,Alice in Wonderland 2
05/27/2016,The Do-Over,"Bank manager Charlie reunites with coroner Max, who fakes their deaths. They learn the dead men they pretend to be were involved in cancer crime.",Steven Brill,"Adam Sandler,
David Spade,
Paula Patton",Rupert Gregson-Williams,
05/27/2016,X-Men: Apocalypse,"In 1983, the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive through bringing destruction to the world.",Bryan Singer,"James McAvoy,
Michael Fassbender,
Jennifer Lawrence",John Ottman,X-Men: First Class 3
06/03/2016,Me Before You,"A small town girl forms an unlikely bond with a recently paralyzed, successful man she takes care of and tries to convince life is worth living.",Thea Sharrock,"Emilia Clarke,
Sam Claflin,
Janet McTeer",Craig Armstrong,
06/03/2016,Popstar: Never Stop Never Stopping,"When it becomes clear his solo album is a failure, former boy band member Conner4Real performs gimmicks and publicity stunts to maintain fame.","Akiva Schaffer,
Jorma Taccone","Andy Samberg,
Jorma Taccone,
Akiva Schaffer",Matthew Compton,
06/03/2016,Teenage Mutant Ninja Turtles: Out of the Shadows,Shredder finds allies in an alien warlord and a mad scientist with a serum that creates mutant thugs. The turtles join a hockey-masked vigilante.,Dave Green,"Megan Fox,
Stephen Amell,
Will Arnett",Steve Jablonsky,TMNT Reboot 2
06/10/2016,Genius,"In 1929 New York, editor Maxwell Perkins reads and publishes a novel written by chaotic Thomas Wolfe, whose affair with married Aline is tested.",Michael Grandage,"Colin Firth,
Jude Law,
Nicole Kidman",Adam Cork,
06/10/2016,Now You See Me 2,The Four Horsemen and their handler are forcibly recruited by a criminal tech mastermind to steal a data chip that can access any computer system.,Jon M. Chu,"Jesse Eisenberg,
Mark Ruffalo,
Woody Harrelson",Brian Tyler,
06/10/2016,The Conjuring 2,Ed and Lorraine Warren travel to North London to help a single mother raising 4 children alone in a house plagued by a supernatural spirit.,James Wan,"Vera Farmiga,
Patrick Wilson,
Frances O'Connor",Joseph Bishara,
06/10/2016,Warcraft,"As an Orc horde invades the planet Azeroth using a fel magic portal, human heroes and dissenting Orcs attempt to stop the true threat behind a war.",Duncan Jones,"Travis Fimmel,
Paula Patton,
Ben Foster",Ramin Djawadi,
06/17/2016,Central Intelligence,"After he reconnects with a previously obese high school friend before a reunion, a mild accountant is lured into the world of international espionage.",Rawson Marshall Thurber,"Kevin Hart,
Dwayne Johnson,
Amy Ryan","Theodore Shapiro,
Ludwig Göransson",
06/17/2016,Finding Dory,"Dory searches for her lost parents at the Marine Life Institute. She meets a friendly whale shark, a beluga whale, and a harsh seven-legged octopus.",Andrew Stanton,"Ellen DeGeneres,
Albert Brooks,
Hayden Rolence",Thomas Newman,Finding Nemo 2
06/24/2016,Free State of Jones,Confederate army deserter Newton Knight returns to Mississippi and prepares a militia in an uprising against a corrupt local Confederate government.,Gary Ross,"Matthew McConaughey,
Gugu Mbatha-Raw,
Mahershala Ali",Nicholas Britell,
06/24/2016,Hunt for the Wilderpeople,A national manhunt is ordered for a rebellious juvenile delinquent and his foster uncle who go missing in the wild New Zealand bush.,Taika Waititi,"Sam Neill,
Julian Dennison,
Rhys Darby","Lukasz Buda,
Samuel Scott,
Conrad Wedde",
06/24/2016,Independence Day: Resurgence,"After an interstellar war 20 years ago, the world has fused alien technology with its own weapons. They soon prepare to resist a second invasion.",Roland Emmerich,"Jeff Goldblum,
Liam Hemsworth,
Bill Pullman","Thomas Wander,
Harald Kloser",Independence Day 2
06/24/2016,Swiss Army Man,"A hopeless man stranded on a deserted island befriends a dead body. Together, the two go on a surreal journey to get home and talk to a woman.","Daniel Scheinert,
Daniel Kwan","Paul Dano,
Daniel Radcliffe,
Mary Elizabeth Winstead","Andy Hull,
Robert McDowell",
06/24/2016,The Fundamentals of Caring,"In Seattle, coping with his son's death, writer Ben becomes the caregiver for ill 18-year-old Trevor. They travel to visit a deep pit and encounter Dot.",Rob Burnett,"Paul Rudd,
Craig Roberts,
Selena Gomez",Ryan Miller,
06/24/2016,The Neon Demon,Aspiring model Jesse moves to L.A. Her beauty and youth create fascination and jealousy in the fashion industry. Her narcissism leads to murder.,Nicolas Winding Refn,"Elle Fanning,
Karl Glusman,
Jena Malone",Cliff Martinez,
06/24/2016,The Shallows,"A mere 200 yards from shore, surfer Nancy is attacked by a great white shark, with her journey to safety becoming the ultimate contest of wills.",Jaume Collet-Serra,"Blake Lively,
Óscar Jaenada,
Brett Cullen",Marco Beltrami,
07/01/2016,The BFG,"In London, 10-year-old orphan Sophie befriends a benevolent giant who takes her to Giant Country, where the two attempt to stop man-eating giants.",Steven Spielberg,"Mark Rylance,
Ruby Barnhill,
Penelope Wilton",John Williams,
07/01/2016,The Legend of Tarzan,"In 1890, Tarzan lives with his wife Jane in London as John Clayton. George convinces them to head to the Congo to free slaves enslaved by Belgians.",David Yates,"Alexander Skarsgård,
Samuel L. Jackson,
Margot Robbie",Rupert Gregson-Williams,
